id,label
02282_2,2
07354_2,2
06158_1,1
03731_4,4
00896_1,1
00764_2,2
03948_1,1
07378_1,1
03713_2,2
04622_2,2
01372_3,3
05113_4,4
03249_2,2
02786_1,1
01552_2,2
01758_2,2
04208_3,3
02754_5,5
00353_2,2
08667_2,2
03228_2,2
04981_3,3
08162_2,2
06747_2,2
01265_2,2
05441_2,2
06019_1,1
03686_2,2
05024_2,2
07365_3,3
04221_2,2
03011_1,1
00593_1,1
02658_1,1
07187_1,1
05160_2,2
02106_2,2
08335_3,3
03194_5,5
08234_2,2
08554_1,1
05740_2,2
08231_3,3
07002_1,1
04166_2,2
05464_3,3
00449_3,3
05566_2,2
01278_5,5
05409_2,2
01734_2,2
05867_1,1
08664_3,3
05803_2,2
06290_1,1
07270_2,2
07115_2,2
06650_2,2
08604_2,2
08085_2,2
01527_1,1
04738_1,1
04623_4,4
07705_2,2
05511_2,2
02127_3,3
03743_2,2
01728_2,2
08479_2,2
07151_2,2
03100_3,3
05425_1,1
01519_2,2
06047_2,2
00008_2,2
07257_2,2
01779_3,3
02485_3,3
07850_2,2
06508_1,1
01496_2,2
06743_1,1
08037_3,3
02820_1,1
07993_2,2
00291_2,2
04027_3,3
06059_2,2
04813_2,2
03303_3,3
04994_3,3
03365_2,2
01444_4,4
04592_2,2
05873_2,2
08617_1,1
01703_2,2
06443_1,1
08229_2,2
03489_2,2
06907_1,1
08171_3,3
03859_4,4
03798_2,2
05943_2,2
04056_3,3
05279_2,2
05512_2,2
06030_5,5
04452_5,5
04237_2,2
08427_2,2
06298_2,2
05863_2,2
03619_2,2
03418_1,1
00759_5,5
08573_1,1
06166_2,2
03787_1,1
04421_3,3
04422_1,1
08174_1,1
03379_2,2
03506_1,1
02578_4,4
06025_2,2
01480_2,2
01139_1,1
04566_1,1
06253_4,4
07615_5,5
00529_3,3
02024_2,2
05785_4,4
08137_2,2
04748_3,3
02284_3,3
07989_2,2
06044_5,5
07616_5,5
06622_3,3
07027_1,1
04556_3,3
07926_4,4
03110_1,1
04425_2,2
00442_1,1
08548_4,4
07366_4,4
02813_2,2
04377_1,1
05682_3,3
04406_1,1
02276_2,2
08000_3,3
05291_2,2
00517_1,1
05955_3,3
04005_2,2
06252_1,1
01553_4,4
07724_4,4
05108_2,2
04867_3,3
07943_2,2
07984_2,2
01534_2,2
08355_3,3
04777_2,2
05225_1,1
07840_1,1
05494_5,5
05228_1,1
01791_2,2
05612_5,5
07610_3,3
02344_2,2
08142_2,2
05109_2,2
03837_3,3
07296_2,2
00186_2,2
06326_2,2
07854_5,5
05899_2,2
07707_1,1
00120_2,2
00444_1,1
02279_1,1
04255_2,2
02666_1,1
08057_3,3
05890_1,1
06439_3,3
00711_2,2
04353_1,1
00718_2,2
05815_3,3
02203_2,2
08127_3,3
07446_2,2
03844_2,2
04094_5,5
06188_1,1
03180_3,3
01077_3,3
02272_2,2
07945_2,2
02023_1,1
03958_2,2
01221_3,3
06162_3,3
06692_4,4
08649_4,4
08596_1,1
03584_3,3
07361_4,4
03327_1,1
06952_2,2
05987_2,2
06052_4,4
02192_2,2
02685_2,2
04178_2,2
07380_3,3
02528_2,2
00772_2,2
06627_2,2
04664_5,5
06476_5,5
08619_3,3
00165_3,3
06784_2,2
08437_2,2
02827_5,5
02358_1,1
04450_3,3
01530_2,2
06929_4,4
04228_3,3
07488_2,2
01722_5,5
06688_2,2
01027_3,3
05856_2,2
02818_2,2
06294_4,4
07992_2,2
00474_3,3
00006_1,1
08138_3,3
01369_2,2
02894_1,1
00762_2,2
00745_2,2
04207_1,1
00244_2,2
06061_1,1
07338_1,1
03943_3,3
06023_4,4
02362_2,2
07629_3,3
07030_3,3
04757_2,2
04252_3,3
01130_3,3
02823_2,2
01324_3,3
06057_2,2
03746_3,3
08134_4,4
06769_2,2
05811_1,1
01072_2,2
05470_1,1
07480_2,2
06663_1,1
00863_4,4
00608_1,1
04068_1,1
04593_2,2
07457_1,1
01644_1,1
02318_3,3
03113_3,3
01174_2,2
04149_2,2
01611_2,2
07121_3,3
02334_3,3
07047_2,2
04067_3,3
08691_5,5
07925_2,2
08356_2,2
00015_1,1
03351_2,2
02113_2,2
00521_1,1
05898_1,1
04633_4,4
03342_2,2
05983_1,1
08543_2,2
02708_3,3
03252_2,2
04217_3,3
02043_1,1
07231_3,3
05972_2,2
05951_1,1
05397_5,5
08357_2,2
07042_2,2
02092_1,1
03939_2,2
07679_2,2
04432_4,4
05882_1,1
06719_4,4
03482_2,2
02012_2,2
07704_2,2
01955_1,1
01913_4,4
01461_2,2
01469_4,4
04143_2,2
04950_2,2
03029_3,3
00622_1,1
02640_2,2
04418_3,3
01291_3,3
00168_2,2
02948_2,2
00595_1,1
01495_1,1
01358_3,3
02922_2,2
02186_4,4
02538_2,2
07608_1,1
00789_2,2
03135_2,2
07531_3,3
04552_3,3
04834_3,3
06474_3,3
07232_1,1
08590_2,2
03441_2,2
04545_2,2
07861_5,5
06026_2,2
01523_3,3
07327_1,1
06016_2,2
08464_3,3
03381_2,2
01512_2,2
05402_3,3
05997_1,1
06300_3,3
03632_1,1
01788_3,3
03338_2,2
05220_2,2
02110_1,1
03161_1,1
03617_2,2
00515_3,3
03109_2,2
03922_5,5
03670_2,2
08676_4,4
05491_1,1
05766_2,2
02716_1,1
04211_3,3
01632_2,2
07985_1,1
05388_2,2
05457_4,4
07398_1,1
08589_2,2
05427_1,1
08067_2,2
04630_2,2
05413_3,3
01267_1,1
05630_2,2
08532_2,2
08645_3,3
07841_2,2
07553_3,3
00001_2,2
02458_1,1
05338_2,2
05750_1,1
02638_2,2
05094_2,2
08218_2,2
04786_3,3
07737_2,2
03753_2,2
00746_2,2
02335_2,2
02556_2,2
05981_3,3
08320_1,1
00421_4,4
02464_1,1
07965_3,3
07895_3,3
03957_1,1
02123_4,4
02424_1,1
01344_2,2
07471_3,3
01767_2,2
06965_3,3
08258_1,1
06852_2,2
03838_2,2
08342_1,1
05842_5,5
02425_1,1
05164_4,4
08438_1,1
01537_4,4
00975_1,1
07379_2,2
05624_2,2
01681_2,2
06236_2,2
05135_3,3
06154_1,1
01699_5,5
05420_1,1
05006_2,2
03668_2,2
01286_1,1
00408_5,5
00873_5,5
07986_2,2
07478_3,3
07168_2,2
06945_1,1
01790_2,2
07199_2,2
01196_2,2
03942_2,2
00866_2,2
03300_3,3
01522_2,2
04949_1,1
08378_1,1
00822_3,3
05423_2,2
08674_3,3
01175_1,1
06121_3,3
06446_2,2
07996_3,3
00182_2,2
01345_3,3
00801_4,4
00846_2,2
04412_2,2
07932_3,3
03057_5,5
00920_2,2
01079_2,2
03116_1,1
01959_2,2
02887_2,2
01517_2,2
08014_5,5
04943_5,5
04926_3,3
08447_3,3
08220_1,1
06642_3,3
06999_3,3
08382_3,3
03960_2,2
01663_1,1
01648_2,2
07171_2,2
03966_1,1
02349_5,5
05367_2,2
03449_3,3
08128_2,2
03954_1,1
08241_2,2
07445_4,4
04053_5,5
04547_1,1
03627_2,2
01744_3,3
08577_3,3
07212_2,2
05097_2,2
00963_1,1
02642_2,2
08521_2,2
01296_3,3
08302_1,1
08536_1,1
03840_3,3
08135_1,1
06931_2,2
07924_2,2
03056_2,2
00404_3,3
01368_2,2
00917_3,3
06988_5,5
06564_2,2
05487_4,4
01503_3,3
03238_4,4
02129_2,2
00539_2,2
04506_2,2
04374_1,1
07590_2,2
05018_2,2
01129_2,2
04187_2,2
04558_2,2
03286_1,1
07268_1,1
01391_2,2
04424_2,2
05355_2,2
07990_2,2
05820_1,1
01692_2,2
07706_2,2
05693_2,2
07046_2,2
02248_3,3
03104_4,4
05424_5,5
05631_2,2
04649_2,2
05600_2,2
05957_3,3
00694_2,2
05224_2,2
00869_2,2
08425_2,2
06908_1,1
01103_1,1
01697_2,2
00138_2,2
02227_2,2
05459_2,2
03677_2,2
06850_4,4
02767_2,2
03321_3,3
01978_2,2
06028_3,3
03485_2,2
01704_4,4
06909_2,2
02032_3,3
03250_4,4
05806_4,4
03518_4,4
07197_2,2
08274_2,2
02233_2,2
06436_1,1
04621_1,1
02111_1,1
08317_1,1
00749_2,2
04951_3,3
04055_4,4
00315_2,2
05736_3,3
04015_2,2
04259_1,1
07411_2,2
05656_4,4
04025_3,3
02333_4,4
07756_3,3
02046_4,4
08481_3,3
03872_5,5
06192_2,2
01417_4,4
00357_2,2
00526_1,1
08173_2,2
03728_4,4
02471_4,4
04340_1,1
03600_2,2
07196_2,2
00289_2,2
04174_4,4
00145_3,3
07919_3,3
02351_4,4
04850_2,2
07259_3,3
05106_3,3
00799_4,4
03046_3,3
00471_2,2
03616_3,3
06632_2,2
04451_5,5
00462_1,1
05230_3,3
04162_2,2
02337_1,1
08689_1,1
08558_2,2
06715_1,1
03284_4,4
01838_1,1
04791_2,2
07406_2,2
04231_1,1
04167_3,3
07750_4,4
03053_2,2
07342_3,3
00831_2,2
04030_1,1
02228_2,2
04169_2,2
05686_1,1
05962_4,4
06932_2,2
08670_2,2
04431_2,2
05017_1,1
02854_1,1
01432_2,2
00768_2,2
03278_2,2
04886_2,2
04234_1,1
00192_2,2
06959_2,2
00505_2,2
08531_2,2
06734_4,4
07961_2,2
01629_2,2
03861_1,1
01766_5,5
06683_2,2
02417_1,1
02321_2,2
01176_4,4
08534_4,4
08442_5,5
07113_3,3
05091_2,2
07410_2,2
04946_5,5
04186_2,2
03910_2,2
08593_3,3
05277_1,1
08436_2,2
04618_2,2
01034_2,2
05905_1,1
01645_2,2
05088_3,3
08330_1,1
01820_1,1
02750_1,1
02554_2,2
02109_4,4
00594_4,4
03402_1,1
00388_4,4
00953_2,2
01260_2,2
07972_5,5
00854_2,2
05249_1,1
05628_2,2
06283_2,2
08141_3,3
00115_2,2
02019_2,2
07574_2,2
00191_1,1
00337_1,1
00484_1,1
00615_1,1
01757_2,2
02503_1,1
02597_1,1
03138_1,1
03575_2,2
03749_2,2
03810_3,3
03820_1,1
03839_1,1
04034_1,1
04787_1,1
05093_1,1
05293_2,2
05546_1,1
05617_2,2
05731_1,1
05816_3,3
07353_2,2
07479_1,1
07969_1,1
07999_1,1
08301_1,1
02745_1,1
