id,label
07686_2,2
02913_2,2
06965_3,3
02894_1,1
01959_2,2
00622_1,1
04157_3,3
03989_3,3
07850_2,2
02282_2,2
04618_2,2
03207_1,1
00749_2,2
01530_2,2
04952_1,1
06709_1,1
04409_2,2
08645_3,3
02335_2,2
06879_2,2
08418_1,1
00444_1,1
02110_1,1
05279_2,2
04040_3,3
05547_2,2
02047_3,3
03574_2,2
02048_2,2
04169_2,2
07365_3,3
01670_2,2
07756_3,3
01513_1,1
06165_2,2
02475_1,1
06057_2,2
06836_3,3
05487_4,4
06467_2,2
01660_2,2
00490_3,3
01174_2,2
07775_3,3
02350_4,4
06044_5,5
00986_1,1
02023_1,1
03835_4,4
05135_3,3
03284_4,4
05806_4,4
08352_5,5
08713_1,1
03910_2,2
08521_2,2
07991_2,2
04885_1,1
01948_3,3
06189_2,2
00289_2,2
07526_2,2
05750_1,1
01126_2,2
04069_3,3
01870_3,3
06907_1,1
05981_3,3
03912_2,2
07364_2,2
02299_3,3
05969_2,2
05224_2,2
00031_2,2
02719_2,2
02365_3,3
08110_2,2
06466_1,1
02751_2,2
07478_3,3
07121_3,3
04946_5,5
01714_5,5
04178_2,2
08173_2,2
01225_2,2
00977_3,3
03954_1,1
04422_1,1
02074_3,3
05801_2,2
03939_2,2
02521_1,1
05350_1,1
00968_3,3
04186_2,2
05890_1,1
02558_2,2
03321_3,3
03482_2,2
02156_2,2
04167_3,3
02785_2,2
02252_2,2
04950_2,2
07471_3,3
07674_2,2
01522_2,2
06443_1,1
04431_2,2
03942_2,2
02478_4,4
07241_2,2
00357_2,2
05247_2,2
00402_3,3
06822_1,1
03029_3,3
08315_3,3
07888_5,5
08358_2,2
01788_3,3
06121_3,3
07212_2,2
04592_2,2
00774_2,2
06045_4,4
04228_3,3
07750_4,4
08145_3,3
02120_5,5
01694_2,2
02591_1,1
02459_1,1
08548_4,4
07610_3,3
01968_1,1
00474_3,3
05639_4,4
07259_3,3
06850_4,4
00806_4,4
00462_1,1
07599_3,3
04094_5,5
05819_1,1
01519_2,2
03216_3,3
06244_2,2
07392_4,4
05772_2,2
00028_2,2
05445_2,2
07551_3,3
05421_3,3
06686_2,2
02723_5,5
01592_2,2
08147_3,3
00798_4,4
06663_1,1
06026_2,2
05972_2,2
02318_3,3
07042_2,2
04949_1,1
02645_2,2
00768_2,2
04867_3,3
08142_2,2
00120_2,2
07989_2,2
03952_2,2
01663_1,1
02451_4,4
00530_2,2
06252_1,1
04664_5,5
05097_2,2
05457_4,4
00526_1,1
08014_5,5
06508_1,1
05330_2,2
07231_3,3
08523_3,3
05112_3,3
02341_2,2
06719_4,4
05486_2,2
01504_2,2
04146_2,2
05882_1,1
03317_2,2
01345_3,3
08593_3,3
05657_2,2
05225_1,1
08278_3,3
04994_3,3
03691_2,2
08085_2,2
04025_3,3
04826_1,1
00763_2,2
07055_2,2
04030_1,1
05109_2,2
05875_1,1
01103_1,1
01077_3,3
03382_1,1
03434_2,2
05773_2,2
06956_2,2
05164_4,4
02165_2,2
04506_2,2
06999_3,3
04139_1,1
00408_5,5
08258_1,1
02364_2,2
05694_2,2
02233_2,2
02964_1,1
01267_1,1
02344_2,2
01523_3,3
00996_2,2
06688_2,2
00529_3,3
06909_2,2
03060_5,5
01252_2,2
06242_1,1
00917_3,3
08067_2,2
08536_1,1
05388_2,2
07268_1,1
05938_2,2
02945_3,3
08667_2,2
07704_2,2
02642_2,2
07864_5,5
03665_2,2
08130_3,3
02812_1,1
01760_3,3
03195_1,1
08573_1,1
03787_1,1
04415_2,2
06596_2,2
04174_4,4
04196_2,2
04886_2,2
02272_2,2
08545_2,2
01734_2,2
08543_2,2
03932_2,2
06632_2,2
05398_4,4
01027_3,3
07405_2,2
05464_3,3
00078_2,2
05311_2,2
02203_2,2
04162_2,2
02351_4,4
03583_2,2
02363_3,3
01674_2,2
00235_1,1
01728_2,2
07115_2,2
01503_3,3
00449_3,3
07406_2,2
01664_2,2
03113_3,3
08342_1,1
01735_2,2
05013_2,2
00799_4,4
00710_1,1
02721_1,1
03340_4,4
08437_2,2
00238_4,4
07354_2,2
03485_2,2
05741_2,2
02229_2,2
06932_2,2
04211_3,3
02442_5,5
01479_2,2
03984_2,2
07409_3,3
02848_2,2
07327_1,1
02275_2,2
02294_2,2
04759_2,2
01139_1,1
03713_2,2
07895_3,3
04904_2,2
04299_3,3
05023_3,3
06464_2,2
07083_2,2
05289_3,3
00776_1,1
02483_5,5
04052_5,5
04981_3,3
03347_2,2
05686_1,1
04901_1,1
05441_2,2
04003_2,2
08274_2,2
02556_2,2
04136_4,4
03278_2,2
05440_1,1
08128_2,2
03861_1,1
06449_3,3
05561_1,1
07924_2,2
05956_2,2
08231_3,3
04951_3,3
04452_5,5
03756_3,3
06321_1,1
05738_2,2
01176_4,4
00443_3,3
04075_1,1
01278_5,5
08619_3,3
04599_2,2
08137_2,2
04027_3,3
06815_1,1
01469_4,4
06930_4,4
02186_4,4
07590_2,2
01910_1,1
01580_2,2
05656_4,4
03441_2,2
02914_3,3
03344_1,1
04593_2,2
02548_3,3
05338_2,2
04688_2,2
06469_1,1
07753_1,1
02046_4,4
01070_2,2
03627_2,2
01703_2,2
04029_3,3
07731_5,5
04220_2,2
01767_2,2
04412_2,2
08427_2,2
01790_2,2
03077_2,2
05412_2,2
06375_1,1
00669_2,2
00727_2,2
00846_2,2
00970_1,1
07408_3,3
06158_1,1
06052_4,4
05843_2,2
02012_2,2
08305_2,2
00891_3,3
05766_2,2
00964_4,4
04244_2,2
01866_2,2
00718_2,2
06439_3,3
02857_2,2
06047_2,2
03388_1,1
01978_2,2
08000_3,3
08425_2,2
07047_2,2
07724_4,4
02599_2,2
07491_1,1
01838_1,1
02226_3,3
08317_1,1
02741_2,2
07446_2,2
08554_1,1
01444_4,4
05811_1,1
03329_5,5
02688_2,2
02660_3,3
07044_3,3
01296_3,3
07381_2,2
07983_2,2
02965_1,1
02279_1,1
03616_3,3
02640_2,2
07605_2,2
00338_2,2
04166_2,2
03249_2,2
01692_2,2
00168_2,2
06389_2,2
04421_3,3
02522_1,1
01175_1,1
04955_2,2
02269_2,2
08635_2,2
00404_3,3
02783_2,2
01629_2,2
04884_2,2
03003_2,2
01140_1,1
05624_2,2
04413_1,1
05863_2,2
06598_1,1
02813_2,2
07630_2,2
02111_1,1
08134_4,4
07984_2,2
08438_1,1
04231_1,1
08357_2,2
08075_3,3
07342_3,3
00694_2,2
06326_2,2
03746_3,3
04137_2,2
08647_2,2
07705_2,2
03875_1,1
06446_2,2
00001_2,2
03005_3,3
04491_1,1
04067_3,3
01083_4,4
00110_3,3
02020_2,2
05980_2,2
07464_2,2
08599_2,2
01196_2,2
08321_3,3
01286_1,1
05026_4,4
03668_2,2
07849_2,2
01744_3,3
07919_3,3
04552_3,3
04873_2,2
06188_1,1
02753_1,1
03837_3,3
02604_1,1
02767_2,2
05739_2,2
01881_2,2
03161_1,1
02192_2,2
08220_1,1
05815_3,3
06565_2,2
00593_1,1
05970_2,2
01996_2,2
05113_4,4
07935_2,2
00015_1,1
08676_4,4
05425_1,1
07410_2,2
05017_1,1
00746_2,2
02362_2,2
03100_3,3
03250_4,4
03418_1,1
01886_3,3
03959_4,4
04056_3,3
07257_2,2
08309_2,2
07146_1,1
01791_2,2
04212_3,3
07861_5,5
07578_4,4
05300_2,2
03842_1,1
02106_2,2
05599_1,1
08135_1,1
04406_1,1
03617_2,2
07972_5,5
03840_3,3
00801_4,4
04715_3,3
07840_1,1
07197_2,2
05360_5,5
05347_2,2
01977_2,2
07531_3,3
05115_4,4
01766_5,5
06294_4,4
05957_3,3
05490_2,2
02337_1,1
02114_2,2
05230_3,3
02340_1,1
07275_3,3
06114_4,4
07380_3,3
05160_2,2
07232_1,1
03137_3,3
06253_4,4
08689_1,1
02754_5,5
01517_2,2
07481_2,2
00358_4,4
05566_2,2
01461_2,2
05740_2,2
00920_2,2
04340_1,1
03032_5,5
00182_2,2
08175_3,3
00666_2,2
03741_2,2
06784_2,2
05803_2,2
07113_3,3
07204_3,3
07366_4,4
05898_1,1
03183_3,3
02371_1,1
06734_4,4
04623_4,4
07574_2,2
07195_1,1
03664_2,2
01537_4,4
07707_1,1
01748_1,1
02750_1,1
02015_3,3
05791_1,1
04565_1,1
01344_2,2
01512_2,2
02092_1,1
03381_2,2
01291_3,3
04545_2,2
03180_3,3
01372_3,3
04926_3,3
05470_1,1
03393_1,1
00442_1,1
03859_4,4
07887_4,4
02481_1,1
08218_2,2
08447_3,3
03104_4,4
08291_1,1
03211_2,2
01550_1,1
02087_2,2
04450_3,3
05978_3,3
02309_5,5
02742_2,2
01324_3,3
04451_5,5
07378_1,1
07873_1,1
03449_3,3
05991_4,4
03943_3,3
01722_5,5
07993_2,2
08253_1,1
02464_1,1
00785_2,2
03872_5,5
01704_4,4
06019_1,1
05817_2,2
00191_1,1
00337_1,1
00484_1,1
00615_1,1
01757_2,2
02503_1,1
02597_1,1
03138_1,1
03575_2,2
03749_2,2
03810_3,3
03820_1,1
03839_1,1
04034_1,1
04787_1,1
05093_1,1
05293_2,2
05546_1,1
05617_2,2
05731_1,1
05816_3,3
07353_2,2
07479_1,1
07969_1,1
07999_1,1
08301_1,1
02745_1,1
