id,label
07398_1,1
05519_1,1
06290_1,1
07361_4,4
00891_3,3
01748_1,1
06300_3,3
01500_2,2
07945_2,2
08280_1,1
08127_3,3
00444_1,1
08330_1,1
05350_1,1
05421_3,3
06469_1,1
02229_2,2
04786_3,3
03073_3,3
04943_5,5
05485_1,1
02203_2,2
07196_2,2
08231_3,3
07840_1,1
05097_2,2
00291_2,2
04167_3,3
02424_1,1
07616_5,5
00801_4,4
02708_3,3
05980_2,2
02813_2,2
00462_1,1
06997_1,1
01698_2,2
00142_2,2
02750_1,1
03936_1,1
03032_5,5
02858_2,2
07718_1,1
04858_3,3
01996_2,2
02645_2,2
03418_1,1
04926_3,3
01955_1,1
06650_2,2
04904_2,2
05957_3,3
04178_2,2
02275_2,2
02965_1,1
05867_1,1
06446_2,2
01135_1,1
03104_4,4
04649_2,2
07232_1,1
07852_2,2
04664_5,5
05062_2,2
00970_1,1
03690_4,4
07816_5,5
03238_4,4
05457_4,4
02481_1,1
04236_1,1
06375_1,1
01495_1,1
05249_1,1
00016_3,3
02364_2,2
04340_1,1
02358_1,1
05512_2,2
07041_1,1
04765_2,2
07195_1,1
01324_3,3
01658_3,3
01126_2,2
02460_2,2
03161_1,1
00595_1,1
07550_3,3
05425_1,1
02129_2,2
03184_2,2
04715_3,3
08558_2,2
02785_2,2
05459_2,2
05414_2,2
05396_5,5
00977_3,3
06597_2,2
04150_1,1
03207_1,1
04415_2,2
06565_2,2
08258_1,1
02425_1,1
08176_2,2
06161_5,5
08291_1,1
01230_2,2
08037_3,3
05561_1,1
07050_2,2
01134_1,1
06933_2,2
00789_2,2
00865_1,1
02621_3,3
00110_3,3
03960_2,2
00594_4,4
01260_2,2
00832_4,4
08147_3,3
07366_4,4
06564_2,2
01104_2,2
02685_2,2
08134_4,4
07478_3,3
01977_2,2
01496_2,2
02334_3,3
02554_2,2
07241_2,2
00863_4,4
02284_3,3
02924_2,2
05863_2,2
05347_2,2
06956_2,2
03057_5,5
03003_2,2
04030_1,1
06965_3,3
07481_2,2
08141_3,3
07203_3,3
02478_4,4
03683_3,3
06852_2,2
07750_4,4
08596_1,1
07445_4,4
07365_3,3
01140_1,1
04451_5,5
03077_2,2
05694_2,2
01870_3,3
08355_3,3
07724_4,4
07047_2,2
01522_2,2
02112_2,2
05300_2,2
05959_1,1
01034_2,2
06474_3,3
01432_2,2
06298_2,2
02823_2,2
01695_2,2
02658_1,1
00315_2,2
03842_1,1
03731_4,4
02753_1,1
06028_3,3
05842_5,5
04756_3,3
01279_3,3
03342_2,2
03657_2,2
07686_2,2
04552_3,3
07873_1,1
06989_5,5
04234_1,1
03989_3,3
01789_1,1
01699_5,5
05412_2,2
03878_2,2
03822_3,3
07381_2,2
07257_2,2
00289_2,2
02269_2,2
01886_3,3
02868_2,2
01251_3,3
00629_2,2
02638_2,2
06873_2,2
06252_1,1
04621_1,1
06443_1,1
01077_3,3
00764_2,2
05243_2,2
06836_3,3
04157_3,3
00192_2,2
08128_2,2
04643_1,1
08320_1,1
01537_4,4
02783_2,2
02719_2,2
00796_5,5
01722_5,5
08261_2,2
07026_2,2
04031_4,4
05223_2,2
05413_3,3
06908_1,1
07737_2,2
01265_2,2
06377_3,3
01760_3,3
04231_1,1
05856_2,2
07407_2,2
05388_2,2
02024_2,2
05628_2,2
08419_4,4
06954_4,4
02023_1,1
00082_4,4
06596_2,2
07731_5,5
00917_3,3
08437_2,2
01642_2,2
02087_2,2
05805_3,3
08691_5,5
06929_4,4
08305_2,2
04525_2,2
01933_1,1
00763_2,2
03344_1,1
02535_4,4
03713_2,2
06818_2,2
05951_1,1
03103_2,2
07605_2,2
01103_1,1
04048_2,2
08137_2,2
01767_2,2
06025_2,2
01293_2,2
02109_4,4
01662_2,2
05291_2,2
00727_2,2
07480_2,2
03952_2,2
00694_2,2
02661_2,2
00222_2,2
05802_2,2
05612_5,5
01527_1,1
03798_2,2
02379_3,3
07342_3,3
08138_3,3
05682_3,3
00846_2,2
01503_3,3
08479_2,2
03340_4,4
01553_4,4
08358_2,2
05242_2,2
04220_2,2
01714_5,5
02644_2,2
06244_2,2
05791_1,1
05882_1,1
02351_4,4
05409_2,2
07996_3,3
05969_2,2
04406_1,1
05088_3,3
00774_2,2
04040_3,3
08635_2,2
03914_1,1
08241_2,2
03838_2,2
04873_2,2
05167_3,3
05402_3,3
02567_1,1
00301_2,2
01978_2,2
02741_2,2
05013_2,2
00354_2,2
02322_2,2
05474_3,3
01872_1,1
04886_2,2
01512_2,2
03614_2,2
03250_4,4
00521_1,1
07536_2,2
06301_2,2
00418_5,5
04553_2,2
04211_3,3
05566_2,2
03715_2,2
04633_4,4
02767_2,2
01644_1,1
05741_2,2
01267_1,1
00666_2,2
07446_2,2
05397_5,5
05487_4,4
01697_2,2
03792_2,2
07983_2,2
03875_1,1
04252_3,3
08302_1,1
00408_5,5
00603_2,2
05470_1,1
04217_3,3
04057_4,4
06466_1,1
07275_3,3
05113_4,4
04052_5,5
07364_2,2
06471_2,2
00358_4,4
05279_2,2
00953_2,2
05228_1,1
07083_2,2
08057_3,3
01530_2,2
04545_2,2
04814_2,2
02501_2,2
01871_1,1
02894_1,1
05766_2,2
04164_2,2
06850_4,4
05943_2,2
02558_2,2
02483_5,5
04884_2,2
07171_2,2
06162_3,3
03686_2,2
03403_1,1
01788_3,3
05981_3,3
01368_2,2
03402_1,1
03653_1,1
07990_2,2
03665_2,2
07046_2,2
01795_2,2
05109_2,2
05806_4,4
05106_3,3
06023_4,4
03584_3,3
00471_2,2
02485_3,3
05750_1,1
04212_3,3
07905_1,1
07961_2,2
05327_2,2
02464_1,1
04551_2,2
07316_2,2
00975_1,1
05017_1,1
01299_2,2
03075_3,3
08425_2,2
01758_2,2
02716_1,1
00806_4,4
02020_2,2
01369_2,2
02559_2,2
06031_5,5
04004_3,3
05765_5,5
05023_3,3
03322_2,2
03677_2,2
02281_1,1
00116_3,3
01142_1,1
07547_1,1
07863_3,3
05441_2,2
03110_1,1
02365_3,3
01156_3,3
01728_2,2
07940_1,1
00182_2,2
06580_5,5
07168_2,2
08590_2,2
07932_3,3
05599_1,1
00505_2,2
05547_2,2
08674_3,3
02276_2,2
03393_1,1
06188_1,1
08171_3,3
00168_2,2
06283_2,2
02279_1,1
07775_3,3
08229_2,2
06319_4,4
05427_1,1
06999_3,3
01286_1,1
06047_2,2
04025_3,3
00449_3,3
08145_3,3
00186_2,2
02350_4,4
07027_1,1
07055_2,2
05893_2,2
08218_2,2
02461_2,2
02113_2,2
08253_1,1
02123_4,4
01221_3,3
03705_3,3
02218_2,2
07039_2,2
00867_2,2
07705_2,2
02818_2,2
02604_1,1
06389_2,2
00246_1,1
02282_2,2
04777_2,2
06066_1,1
02538_2,2
01820_1,1
02721_1,1
05426_1,1
03565_4,4
03738_1,1
07674_2,2
03724_4,4
03616_3,3
06687_4,4
08508_2,2
08067_2,2
04826_1,1
08545_2,2
08573_1,1
04722_5,5
05656_4,4
05956_2,2
02511_2,2
08447_3,3
04228_3,3
04318_1,1
05164_4,4
07972_5,5
01027_3,3
04094_5,5
04156_2,2
06154_1,1
02032_3,3
07603_4,4
06822_1,1
04061_2,2
01742_2,2
05938_2,2
01070_2,2
05975_2,2
07989_2,2
06121_3,3
03099_3,3
02019_2,2
02363_3,3
03011_1,1
04622_2,2
02233_2,2
08162_2,2
02349_5,5
02475_1,1
01632_2,2
01629_2,2
07707_1,1
01523_3,3
00636_2,2
00714_2,2
01357_2,2
04452_5,5
07450_1,1
05247_2,2
02186_4,4
02074_3,3
02041_4,4
03388_1,1
04901_1,1
02521_1,1
03216_3,3
08532_2,2
07488_2,2
05803_2,2
01666_1,1
07212_2,2
08418_1,1
08110_2,2
06792_1,1
03959_4,4
08538_1,1
07832_2,2
02754_5,5
02048_2,2
08676_4,4
06021_2,2
08173_2,2
02556_2,2
05440_1,1
01888_3,3
02309_5,5
01663_1,1
01885_3,3
05466_1,1
03741_2,2
08438_1,1
02459_1,1
02227_2,2
05819_1,1
06622_3,3
00165_3,3
04412_2,2
02272_2,2
05280_2,2
03347_2,2
06945_1,1
05464_3,3
06214_2,2
02208_1,1
00996_2,2
04432_4,4
06909_2,2
03583_2,2
05631_2,2
01480_2,2
00711_2,2
03787_1,1
06449_3,3
06719_4,4
05398_4,4
07756_3,3
05875_1,1
08713_1,1
03574_2,2
04833_4,4
03691_2,2
02228_2,2
06747_2,2
04027_3,3
01497_2,2
01670_2,2
02344_2,2
08599_2,2
02114_2,2
05112_3,3
01910_1,1
01391_2,2
04632_2,2
01130_3,3
02451_4,4
05657_2,2
00608_1,1
02127_3,3
07864_5,5
01692_2,2
08278_3,3
03391_2,2
01704_4,4
05026_4,4
05559_3,3
04593_2,2
06743_1,1
08536_1,1
03861_1,1
04885_1,1
00028_2,2
06464_2,2
02405_4,4
06686_2,2
08234_2,2
02522_1,1
07198_2,2
03052_5,5
08521_2,2
05843_2,2
02258_2,2
05815_3,3
04558_2,2
06356_2,2
08014_5,5
04892_1,1
00734_1,1
02012_2,2
08577_3,3
03942_2,2
03837_3,3
08647_2,2
01968_1,1
06715_1,1
00442_1,1
06683_2,2
01079_2,2
02887_2,2
07531_3,3
06508_1,1
07355_2,2
02471_4,4
04055_4,4
01730_2,2
04955_2,2
07408_3,3
03753_2,2
06467_2,2
05740_2,2
03966_1,1
05902_2,2
06598_1,1
08548_4,4
00006_1,1
04812_1,1
05630_2,2
03518_4,4
05094_2,2
05786_2,2
02092_1,1
05970_2,2
05830_1,1
06815_1,1
05894_1,1
01417_4,4
06317_2,2
07379_2,2
06734_4,4
08617_1,1
03233_3,3
04143_2,2
02294_2,2
07841_2,2
05873_2,2
08315_3,3
03844_2,2
03743_2,2
06019_1,1
03840_3,3
08551_3,3
06030_5,5
01078_2,2
07121_3,3
00986_1,1
08464_3,3
01269_3,3
03327_1,1
07405_2,2
02666_1,1
07526_2,2
01093_2,2
04374_1,1
03728_4,4
02548_3,3
05105_2,2
08342_1,1
06253_4,4
07296_2,2
00517_1,1
04139_1,1
03434_2,2
03442_1,1
03379_2,2
00014_2,2
03617_2,2
04207_1,1
03252_2,2
01580_2,2
06294_4,4
05355_2,2
06938_4,4
01866_2,2
08356_2,2
06536_1,1
07895_3,3
04147_2,2
06567_4,4
04425_2,2
08541_1,1
04565_1,1
00503_1,1
08554_1,1
02226_3,3
00771_2,2
06692_4,4
01766_5,5
05691_2,2
02699_2,2
04867_3,3
02964_1,1
01703_2,2
00515_3,3
00145_3,3
05574_3,3
01199_5,5
06824_2,2
06746_1,1
08228_2,2
06026_2,2
01791_2,2
03872_5,5
05972_2,2
02725_1,1
05135_3,3
04299_3,3
07409_3,3
03687_4,4
00669_2,2
07044_3,3
08531_2,2
08442_5,5
07270_2,2
07854_5,5
03105_3,3
03746_3,3
01252_2,2
03284_4,4
04623_4,4
05323_2,2
00241_2,2
02822_2,2
03194_5,5
02255_2,2
05736_3,3
01592_2,2
01469_4,4
00404_3,3
04547_1,1
07276_3,3
01291_3,3
02935_2,2
06044_5,5
05870_1,1
03670_2,2
04197_3,3
04413_1,1
00820_2,2
06439_3,3
08534_4,4
08196_5,5
07086_1,1
05688_2,2
02219_3,3
01479_2,2
00778_3,3
05820_1,1
05738_2,2
00799_4,4
04146_2,2
01681_2,2
05420_1,1
04409_2,2
05930_2,2
02742_2,2
06059_2,2
02599_2,2
02948_2,2
03859_4,4
01881_2,2
05290_2,2
03113_3,3
03029_3,3
07601_2,2
03910_2,2
01225_2,2
05490_2,2
00537_1,1
00244_2,2
02869_5,5
05679_3,3
07359_3,3
05801_2,2
05472_3,3
00710_1,1
00968_3,3
00191_1,1
00337_1,1
00484_1,1
00615_1,1
01757_2,2
02503_1,1
02597_1,1
03138_1,1
03575_2,2
03749_2,2
03810_3,3
03820_1,1
03839_1,1
04034_1,1
04787_1,1
05093_1,1
05293_2,2
05546_1,1
05617_2,2
05731_1,1
05816_3,3
07353_2,2
07479_1,1
07969_1,1
07999_1,1
08301_1,1
02745_1,1
