id,label
03161_1,1
07151_2,2
01518_2,2
01296_3,3
01767_2,2
02475_1,1
05323_2,2
05223_2,2
08356_2,2
04057_4,4
03842_1,1
02822_2,2
01134_1,1
07986_2,2
04156_2,2
01881_2,2
01537_4,4
04187_2,2
08278_3,3
05820_1,1
05425_1,1
01225_2,2
07993_2,2
05311_2,2
04886_2,2
05109_2,2
07864_5,5
00608_1,1
04415_2,2
05135_3,3
02742_2,2
07411_2,2
05688_2,2
03113_3,3
02528_2,2
07203_3,3
08667_2,2
02721_1,1
02294_2,2
05423_2,2
01663_1,1
02380_1,1
00442_1,1
00734_1,1
05249_1,1
01156_3,3
03284_4,4
06989_5,5
08676_4,4
04391_2,2
07965_3,3
00762_2,2
02465_2,2
00358_4,4
01552_2,2
04075_1,1
07268_1,1
04664_5,5
05088_3,3
07409_3,3
02558_2,2
06852_2,2
07027_1,1
04873_2,2
02335_2,2
05873_2,2
02349_5,5
06567_4,4
06114_4,4
02848_2,2
02317_1,1
05441_2,2
03746_3,3
03955_3,3
08162_2,2
03195_1,1
01758_2,2
06792_1,1
02945_3,3
01077_3,3
07850_2,2
03402_1,1
03840_3,3
06933_2,2
03317_2,2
00354_2,2
02350_4,4
07231_3,3
05893_2,2
07932_3,3
08335_3,3
00866_2,2
01252_2,2
04197_3,3
02417_1,1
00970_1,1
05402_3,3
07296_2,2
03796_2,2
00776_1,1
04299_3,3
07450_1,1
02276_2,2
06824_2,2
05105_2,2
04186_2,2
02012_2,2
02272_2,2
03565_4,4
00778_3,3
01681_2,2
03584_3,3
08649_4,4
03875_1,1
04231_1,1
05987_2,2
04867_3,3
01199_5,5
08554_1,1
08670_2,2
07584_2,2
03342_2,2
07578_4,4
03958_2,2
02424_1,1
07574_2,2
02965_1,1
02751_2,2
06686_2,2
04412_2,2
03046_3,3
04027_3,3
07731_5,5
06304_4,4
06931_2,2
01324_3,3
03194_5,5
08357_2,2
01130_3,3
07232_1,1
03391_2,2
06471_2,2
05785_4,4
08558_2,2
05470_1,1
07457_1,1
01550_1,1
02913_2,2
00785_2,2
02522_1,1
04814_2,2
04552_3,3
03099_3,3
03252_2,2
04353_1,1
08280_1,1
04147_2,2
01844_2,2
06956_2,2
01869_1,1
05427_1,1
08231_3,3
05486_2,2
02818_2,2
02092_1,1
07199_2,2
08317_1,1
03418_1,1
07204_3,3
03713_2,2
02461_2,2
00444_1,1
04063_2,2
01779_3,3
05997_1,1
06283_2,2
05291_2,2
02858_2,2
02922_2,2
08536_1,1
04056_3,3
00953_2,2
07212_2,2
05830_1,1
03303_3,3
04748_3,3
02548_3,3
05819_1,1
05232_2,2
04621_1,1
05959_1,1
01251_3,3
08147_3,3
06047_2,2
05327_2,2
02353_4,4
02894_1,1
02725_1,1
01027_3,3
03344_1,1
06632_2,2
02666_1,1
08258_1,1
03116_1,1
03403_1,1
02785_2,2
05300_2,2
00182_2,2
04545_2,2
07668_3,3
02459_1,1
07990_2,2
04169_2,2
06747_2,2
02786_1,1
05512_2,2
04236_1,1
01820_1,1
04551_2,2
08302_1,1
08149_2,2
03787_1,1
02165_2,2
07082_2,2
08171_3,3
04094_5,5
05717_3,3
01495_1,1
08538_1,1
00764_2,2
07674_2,2
08127_3,3
07480_2,2
07365_3,3
07115_2,2
04157_3,3
06719_4,4
02935_2,2
06300_3,3
04950_2,2
05487_4,4
02032_3,3
06158_1,1
07775_3,3
02024_2,2
05280_2,2
00822_3,3
05024_2,2
01142_1,1
01260_2,2
02483_5,5
01369_2,2
01698_2,2
01139_1,1
03948_1,1
07046_2,2
06321_1,1
04259_1,1
06052_4,4
05062_2,2
03743_2,2
01553_4,4
04850_2,2
05657_2,2
06836_3,3
08691_5,5
04424_2,2
00120_2,2
02219_3,3
00869_2,2
07380_3,3
04003_2,2
00285_2,2
08142_2,2
01791_2,2
05930_2,2
05472_3,3
00636_2,2
01444_4,4
08291_1,1
05765_5,5
01996_2,2
00768_2,2
04680_2,2
01513_1,1
06722_4,4
01519_2,2
08438_1,1
07849_2,2
01230_2,2
06783_1,1
05457_4,4
06389_2,2
01940_5,5
00490_3,3
04715_3,3
01197_2,2
04244_2,2
06166_2,2
06045_4,4
05347_2,2
03381_2,2
06022_2,2
08067_2,2
04565_1,1
07679_2,2
01664_2,2
02854_1,1
03351_2,2
02120_5,5
06995_4,4
04255_2,2
08600_2,2
02318_3,3
02043_1,1
03792_2,2
06815_1,1
00603_2,2
00028_2,2
05863_2,2
02371_1,1
03798_2,2
02621_3,3
03340_4,4
02321_2,2
04777_2,2
06536_1,1
04618_2,2
00711_2,2
06236_2,2
05843_2,2
08573_1,1
04055_4,4
00353_2,2
05398_4,4
02229_2,2
06734_4,4
05991_4,4
05817_2,2
06930_4,4
08342_1,1
07848_2,2
04143_2,2
01658_3,3
03379_2,2
07410_2,2
01611_2,2
08447_3,3
04687_2,2
02270_2,2
08141_3,3
06959_2,2
00515_3,3
06873_2,2
06253_4,4
06598_1,1
06850_4,4
00799_4,4
06580_5,5
03670_2,2
06627_2,2
03844_2,2
00896_1,1
05956_2,2
01083_4,4
05338_2,2
01269_3,3
03838_2,2
06326_2,2
04384_1,1
04029_3,3
08174_1,1
07446_2,2
02451_4,4
03614_2,2
02047_3,3
08619_3,3
01496_2,2
05491_1,1
08523_3,3
06505_3,3
05975_2,2
07705_2,2
01176_4,4
04981_3,3
07852_2,2
01788_3,3
01104_2,2
01344_2,2
00082_4,4
04031_4,4
05113_4,4
04413_1,1
01662_2,2
08321_3,3
08137_2,2
05943_2,2
06290_1,1
00368_3,3
06439_3,3
04812_1,1
04409_2,2
06214_2,2
06687_4,4
00357_2,2
02306_2,2
00244_2,2
01968_1,1
03715_2,2
06188_1,1
08604_2,2
06165_2,2
01286_1,1
02658_1,1
04374_1,1
05277_1,1
05746_5,5
00015_1,1
07984_2,2
04555_3,3
05686_1,1
04040_3,3
03687_4,4
00917_3,3
01103_1,1
07338_1,1
00727_2,2
06929_4,4
07364_2,2
00771_2,2
04670_3,3
00710_1,1
00145_3,3
01714_5,5
00529_3,3
02087_2,2
02485_3,3
03327_1,1
07832_2,2
07616_5,5
06189_2,2
02723_5,5
04146_2,2
03338_2,2
02478_4,4
01943_5,5
07819_4,4
06356_2,2
07198_2,2
01522_2,2
07146_1,1
08352_5,5
06769_2,2
06715_1,1
04212_3,3
02106_2,2
05290_2,2
00315_2,2
00749_2,2
07398_1,1
02827_5,5
05693_2,2
03228_2,2
05740_2,2
04926_3,3
07920_2,2
01368_2,2
00517_1,1
07392_4,4
05421_3,3
02869_5,5
06688_2,2
03835_4,4
07603_4,4
05981_3,3
06818_2,2
08261_2,2
08534_4,4
05097_2,2
07083_2,2
00474_3,3
01866_2,2
04951_3,3
01432_2,2
08419_4,4
02109_4,4
07478_3,3
00820_2,2
03960_2,2
07325_2,2
02258_2,2
00001_2,2
08599_2,2
06692_4,4
05957_3,3
05424_5,5
01913_4,4
00865_1,1
01648_2,2
01391_2,2
02048_2,2
05018_2,2
02233_2,2
01645_2,2
00245_4,4
00718_2,2
07491_1,1
01871_1,1
05485_1,1
01647_2,2
08521_2,2
07985_1,1
02924_2,2
02015_3,3
06467_2,2
08425_2,2
04015_2,2
02599_2,2
07550_3,3
03207_1,1
05279_2,2
01795_2,2
06938_4,4
02481_1,1
05983_1,1
00006_1,1
05112_3,3
02284_3,3
07707_1,1
00388_4,4
00595_1,1
05396_5,5
03009_2,2
07270_2,2
01789_1,1
06597_2,2
01517_2,2
00462_1,1
03183_3,3
03583_2,2
03485_2,2
07121_3,3
04633_4,4
00829_2,2
08330_1,1
07861_5,5
01734_2,2
02228_2,2
02208_1,1
05574_3,3
07925_2,2
04149_2,2
04030_1,1
04184_3,3
08241_2,2
03100_3,3
02341_2,2
07407_2,2
04630_2,2
01959_2,2
04757_2,2
08138_3,3
01910_1,1
07630_2,2
05989_3,3
08541_1,1
02535_4,4
01140_1,1
06469_1,1
03793_1,1
03073_3,3
04388_3,3
03365_2,2
04431_2,2
00867_2,2
00222_2,2
05656_4,4
07615_5,5
02344_2,2
04137_2,2
02110_1,1
07551_3,3
06997_1,1
06908_1,1
03627_2,2
03837_3,3
04136_4,4
00116_3,3
05938_2,2
05614_1,1
01479_2,2
00112_1,1
08309_2,2
01632_2,2
05413_3,3
02123_4,4
03952_2,2
01174_2,2
03914_1,1
01699_5,5
02192_2,2
04220_2,2
07512_1,1
00774_2,2
02363_3,3
07241_2,2
04525_2,2
02185_3,3
04506_2,2
05955_3,3
08313_2,2
01076_1,1
07840_1,1
00421_4,4
01265_2,2
01504_2,2
02379_3,3
02186_4,4
03018_1,1
06027_3,3
05561_1,1
04558_2,2
04546_2,2
00863_4,4
07526_2,2
08508_2,2
00530_2,2
04061_2,2
08593_3,3
08130_3,3
01744_3,3
05803_2,2
06192_2,2
04207_1,1
07991_2,2
00115_2,2
03943_3,3
03109_2,2
03112_1,1
00238_4,4
01592_2,2
01748_1,1
03936_1,1
01670_2,2
08687_2,2
06066_1,1
03441_2,2
02820_1,1
03506_1,1
01642_2,2
02754_5,5
04134_1,1
00402_3,3
03657_2,2
06031_5,5
01792_2,2
08173_2,2
04592_2,2
03788_2,2
01299_2,2
05242_2,2
00796_5,5
01312_2,2
03104_4,4
02435_1,1
03180_3,3
03286_1,1
08274_2,2
08253_1,1
07026_2,2
02074_3,3
01527_1,1
01760_3,3
01697_2,2
05805_3,3
02337_1,1
04649_2,2
03846_2,2
08320_1,1
08674_3,3
05412_2,2
02767_2,2
02364_2,2
05962_4,4
04422_1,1
00538_2,2
01735_2,2
01695_2,2
03052_5,5
00964_4,4
02365_3,3
07989_2,2
02948_2,2
03077_2,2
03135_2,2
00977_3,3
03216_3,3
04451_5,5
05739_2,2
02226_3,3
04252_3,3
05867_1,1
00168_2,2
00600_2,2
02252_2,2
04178_2,2
02685_2,2
02857_2,2
02362_2,2
05980_2,2
07873_1,1
05445_2,2
05243_2,2
07113_3,3
04208_3,3
03822_3,3
00594_4,4
03029_3,3
04304_2,2
02644_2,2
07722_5,5
05978_3,3
08229_2,2
00745_2,2
08543_2,2
05842_5,5
02113_2,2
06317_2,2
01192_3,3
07042_2,2
07464_2,2
00801_4,4
03668_2,2
02741_2,2
05639_4,4
04166_2,2
06375_1,1
07972_5,5
00165_3,3
05388_2,2
05856_2,2
01135_1,1
05694_2,2
05106_3,3
04453_3,3
02951_4,4
00443_3,3
04004_3,3
00748_5,5
04377_1,1
00912_1,1
07816_5,5
07945_2,2
00008_2,2
04196_2,2
06784_2,2
06508_1,1
03105_3,3
05160_2,2
02282_2,2
01461_2,2
01870_3,3
05890_1,1
02591_1,1
00798_4,4
07605_2,2
01072_2,2
05624_2,2
06663_1,1
01129_2,2
01977_2,2
07342_3,3
08635_2,2
05094_2,2
04237_2,2
03957_1,1
06016_2,2
01738_4,4
07919_3,3
02914_3,3
05414_2,2
05225_1,1
07406_2,2
03329_5,5
04827_2,2
03939_2,2
02255_2,2
04688_2,2
01933_1,1
03966_1,1
04622_2,2
05459_2,2
03238_4,4
02309_5,5
03442_1,1
07361_4,4
07039_2,2
00986_1,1
04834_3,3
00920_2,2
05559_3,3
06988_5,5
00653_2,2
00138_2,2
03653_1,1
05167_3,3
02299_3,3
07002_1,1
02041_4,4
04048_2,2
00996_2,2
01802_2,2
04211_3,3
01955_1,1
02661_2,2
06294_4,4
01523_3,3
02351_4,4
03912_2,2
04303_3,3
03984_2,2
04150_1,1
02750_1,1
02783_2,2
07863_3,3
07601_2,2
01766_5,5
02660_3,3
04170_2,2
05736_3,3
02641_4,4
00975_1,1
01694_2,2
01486_2,2
01034_2,2
02322_2,2
04627_1,1
07995_4,4
07536_2,2
04385_4,4
03859_4,4
05116_4,4
06242_1,1
01372_3,3
04052_5,5
08234_2,2
03053_2,2
08464_3,3
02127_3,3
01948_3,3
06879_2,2
00078_2,2
01093_2,2
06954_4,4
00772_2,2
08378_1,1
07050_2,2
06026_2,2
05691_2,2
01644_1,1
04274_3,3
01978_2,2
05464_3,3
00110_3,3
07608_1,1
00521_1,1
08481_3,3
01279_3,3
00191_1,1
00337_1,1
00484_1,1
00615_1,1
01757_2,2
02503_1,1
02597_1,1
03138_1,1
03575_2,2
03749_2,2
03810_3,3
03820_1,1
03839_1,1
04034_1,1
04787_1,1
05093_1,1
05293_2,2
05546_1,1
05617_2,2
05731_1,1
05816_3,3
07353_2,2
07479_1,1
07969_1,1
07999_1,1
08301_1,1
02745_1,1
